50;4.3
51;4.3
52;4.3
53;4.3
54;4.3
55;4
56;4
57;4
58;4
59;4
60;3.7
61;3.7
62;3.7
63;3.7
64;3.7
65;3.3
66;3.3
67;3.3
68;3.3
69;3
70;3
71;3
72;3
73;2.7
74;2.7
75;2.7
76;2.7
77;2.3
78;2.3
79;2.3
80;2.3
81;2
82;2
83;2
84;2
85;1.7
86;1.7
87;1.7
88;1.7
89;1.3
90;1.3
91;1.3
92;1.3
93;1.3
94;1.3
95;1
96;1
97;1
98;1
99;1
100;1
